"ENTITY_CD","OVERALL_STATUS"
"231101040006","Good Standing"
"231101040007","Good Standing"
"231101040008","Good Standing"
"231301040000","Good Standing"
"231301040001","Good Standing"
"231301040002","Good Standing"
"231301040004","Good Standing"
"240101040000","Good Standing"
"240101040001","Good Standing"
"240101040002","Good Standing"
"240101040003","Good Standing"
"240201040000","Good Standing"
"240201040001","Good Standing"
"240201040002","Good Standing"
"240201040003","Good Standing"
"240401040000","Good Standing"
"240401040001","Good Standing"
"240401040002","Good Standing"
"240801060000","Good Standing"
"240801060001","Good Standing"
"240801060002","Good Standing"
"240901040000","Target District"
"240901040001","Comprehensive Support and Improvement"
"240901040002","Good Standing"
"241001060000","Good Standing"
"241001060001","Good Standing"
"241001060003","Good Standing"
"241001060004","Good Standing"
"241101040000","Good Standing"
"241101040001","Good Standing"
"241101040002","Good Standing"
"241101040003","Good Standing"
"241701040000","Good Standing"
"241701040003","Good Standing"
"241701040004","Good Standing"
"250109040000","Good Standing"
"250109040001","Good Standing"
"250201060000","Good Standing"
"250201060001","Good Standing"
"250201060002","Good Standing"
"250201060006","Good Standing"
"250301040000","Good Standing"
"250301040001","Good Standing"
"250301040002","Good Standing"
"250401040000","Good Standing"
"250401040001","Good Standing"
"250401040004","Good Standing"
"250701040000","Good Standing"
"250701040001","Good Standing"
"250701040002","Good Standing"
"250901060000","Target District"
"250901060003","Good Standing"
"250901060004","Good Standing"
"250901060005","Comprehensive Support and Improvement"
"250901060006","Good Standing"
"251101040000","Target District"
"251101040003","Comprehensive Support and Improvement"
"251400010000","Target District"
"251400010002","Good Standing"
"251400010003","Comprehensive Support and Improvement"
"251400010005","Good Standing"
"251400010006","Good Standing"
"251400010008","Targeted Support and Improvement"
"251400010009","Good Standing"
"251501040000","Good Standing"
"251501040001","Good Standing"
"251601060000","Good Standing"
"251601060001","Good Standing"
"251601060002","Good Standing"
"251601060003","Good Standing"
"251601060005","Good Standing"
"260101060000","Good Standing"
"260101060001","Good Standing"
"260101060004","Good Standing"
"260101060008","Good Standing"
"260101060010","Good Standing"
"260401060000","Good Standing"
"260401060001","Good Standing"
"260401060002","Good Standing"
"260401060004","Good Standing"
"260401060007","Good Standing"
"260401060008","Good Standing"
"260401060009","Good Standing"
"260501060000","Target District"
"260501060001","Good Standing"
"260501060002","Comprehensive Support and Improvement"
"260501060004","Good Standing"
"260501060006","Good Standing"
"260501060007","Good Standing"
"260501060008","Targeted Support and Improvement"
"260501060010","Good Standing"
"260501060011","Targeted Support and Improvement"
"260501060012","Good Standing"
"260501060013","Good Standing"
"260501060015","Targeted Support and Improvement"
"260501060016","Good Standing"
"260501060019","Good Standing"
"260501060020","Good Standing"
"260501060023","Good Standing"
"260501060024","Good Standing"
"260501861002","Good Standing"
"260501861020","Good Standing"
"260501861067","Comprehensive Support and Improvement"
"260801060000","Good Standing"
"260801060003","Good Standing"
"260801060005","Good Standing"
"260801060006","Good Standing"
"260801060009","Good Standing"
"260801060011","Good Standing"
"260801060012","Good Standing"
"260803060000","Good Standing"
"260803060001","Good Standing"
"260803060002","Good Standing"
"260803060003","Good Standing"
"260803060004","Good Standing"
"260803060005","Good Standing"
"260803060007","Good Standing"
"260803060009","Good Standing"
"260803060011","Good Standing"
"260803060012","Good Standing"
"260803060014","Good Standing"
"260901060000","Good Standing"
"260901060001","Good Standing"
"260901060002","Good Standing"
"260901060004","Good Standing"
"260901060005","Good Standing"
"261001060000","Target District"
"261001060001","Good Standing"
"261001060002","Good Standing"
"261001060003","Good Standing"
"261001060005","Targeted Support and Improvement"
"261001060006","Good Standing"
"261001060007","Good Standing"
"261101060000","Good Standing"
"261101060001","Good Standing"
"261101060002","Good Standing"
"261101060004","Good Standing"
"261101060005","Good Standing"
"261101060006","Good Standing"
"261201060000","Good Standing"
"261201060003","Good Standing"
"261201060004","Good Standing"
"261201060005","Good Standing"
"261201060006","Good Standing"
"261201060008","Good Standing"
"261201060009","Good Standing"
"261301060000","Good Standing"
"261301060001","Good Standing"
"261301060002","Good Standing"
"261301060004","Good Standing"
"261301060006","Good Standing"
"261301060007","Good Standing"
"261301060008","Good Standing"
"261301060009","Good Standing"
"261301060010","Good Standing"
"261313030000","Good Standing"
"261313030001","Good Standing"
"261313030002","Good Standing"
"261401060000","Good Standing"
"261401060001","Good Standing"
"261401060002","Good Standing"
"261401060004","Good Standing"
"261401060005","Good Standing"
"261401060006","Good Standing"
"261401060008","Good Standing"
"261401060009","Good Standing"
"261401060010","Good Standing"
"261401060011","Good Standing"
"261501060000","Good Standing"
"261501060002","Good Standing"
"261501060003","Good Standing"
"261501060004","Good Standing"
"261501060006","Good Standing"
"261501060008","Good Standing"
"261600010000","Target District"
"261600010002","Targeted Support and Improvement"
"261600010003","Targeted Support and Improvement"
"261600010004","Good Standing"
"261600010005","Targeted Support and Improvement"
"261600010007","Comprehensive Support and Improvement"
"261600010008","Targeted Support and Improvement"
"261600010009","Good Standing"
"261600010010","Comprehensive Support and Improvement"
"261600010012","Comprehensive Support and Improvement"
"261600010015","Good Standing"
"261600010016","Comprehensive Support and Improvement"
"261600010017","Targeted Support and Improvement"
"261600010019","Comprehensive Support and Improvement"
"261600010020","Comprehensive Support and Improvement"
"261600010022","Targeted Support and Improvement"
"261600010023","Good Standing"
"261600010025","Good Standing"
"261600010028","Comprehensive Support and Improvement"
"261600010029","Good Standing"
"261600010033","Comprehensive Support and Improvement"
"261600010034","Good Standing"
"261600010035","Targeted Support and Improvement"
"261600010039","Targeted Support and Improvement"
"261600010042","Good Standing"
"261600010043","Comprehensive Support and Improvement"
"261600010044","Comprehensive Support and Improvement"
"261600010045","Targeted Support and Improvement"
"261600010046","Good Standing"
"261600010050","Targeted Support and Improvement"
"261600010052","Targeted Support and Improvement"
"261600010053","Good Standing"
"261600010054","Targeted Support and Improvement"
"261600010057","Good Standing"
"261600010058","Targeted Support and Improvement"
"261600010061","Comprehensive Support and Improvement"
"261600010066","Comprehensive Support and Improvement"
"261600010067","Comprehensive Support and Improvement"
"261600010068","Comprehensive Support and Improvement"
"261600010069","Good Standing"
"261600010073","Comprehensive Support and Improvement"
"261600010089","Comprehensive Support and Improvement"
"261600010095","Comprehensive Support and Improvement"
"261600010097","Comprehensive Support and Improvement"
"261600010101","Comprehensive Support and Improvement"
"261600010102","Good Standing"
"261600010103","Comprehensive Support and Improvement"
"261600010105","Comprehensive Support and Improvement"
"261600010106","Good Standing"
"261600860705","Good Standing"
"261600860811","Good Standing"
"261600860826","Good Standing"
"261600860877","Comprehensive Support and Improvement"
"261600860906","Good Standing"
"261600860910","Good Standing"
"261600860985","Good Standing"
"261600861049","Good Standing"
"261600861069","Targeted Support and Improvement"
"261600861102","Good Standing"
"261701060000","Good Standing"
"261701060002","Good Standing"
"261701060004","Good Standing"
"261701060005","Good Standing"
"261701060006","Good Standing"
"261701060012","Good Standing"
"261701060013","Good Standing"
"261701060014","Good Standing"
"261701060015","Good Standing"
"261701060016","Good Standing"
"261801060000","Good Standing"
"261801060002","Good Standing"
"261801060003","Good Standing"
"261801060004","Good Standing"
"261801060005","Good Standing"
"261801060006","Good Standing"
"261901060000","Good Standing"
"261901060002","Good Standing"
"261901060003","Good Standing"
"261901060004","Good Standing"
"261901060006","Good Standing"
"261901060007","Good Standing"
"261901060009","Good Standing"
"261901060010","Good Standing"
"261901060011","Good Standing"
"261901060013","Good Standing"
"261901060014","Good Standing"
"261901060015","Good Standing"
"262001040000","Target District"
"262001040003","Good Standing"
"262001040004","Good Standing"
"270100010000","Target District"
"270100010003","Targeted Support and Improvement"
"270100010006","Comprehensive Support and Improvement"
"270100010009","Comprehensive Support and Improvement"
"270100010010","Targeted Support and Improvement"
"270100010018","Good Standing"
"270100010019","Good Standing"
"270301040000","Good Standing"
"270301040002","Good Standing"
"270301040003","Good Standing"
"270301040004","Good Standing"
"270601040000","Good Standing"
"270601040001","Good Standing"
"270601040002","Good Standing"
"270601040003","Good Standing"
"270701040000","Good Standing"
"270701040001","Good Standing"
"270701040003","Good Standing"
"271201040000","Good Standing"
"271201040001","Good Standing"
"271201040004","Good Standing"
"280100010001","Good Standing"
"280100010003","Good Standing"
"280100010004","Good Standing"
"280100010005","Good Standing"
"280100010007","Good Standing"
"280100010008","Good Standing"
"280201030000","Target District"
"280201030001","Targeted Support and Improvement"
"280201030002","Good Standing"
"280201030003","Good Standing"
"280201030004","Good Standing"
"280201030007","Comprehensive Support and Improvement"
"280201030009","Targeted Support and Improvement"
"280201030010","Comprehensive Support and Improvement"
"280201030011","Good Standing"
"280201030016","Good Standing"
"280201860934","Good Standing"
"280201860947","Good Standing"
"280202030000","Good Standing"
"280202030003","Good Standing"
"280202030004","Good Standing"
"280202030005","Good Standing"
"280202030006","Good Standing"
"280202030007","Good Standing"
"280202030008","Good Standing"
"280202030009","Good Standing"
"280202030010","Good Standing"
"280202861142","Good Standing"
"280203030000","Good Standing"
"280203030001","Good Standing"
"280203030002","Good Standing"
"280203030003","Good Standing"
"280203030006","Good Standing"
"280203030008","Good Standing"
"280203030009","Good Standing"
"280203030010","Good Standing"
"280203030011","Good Standing"
"280203030012","Good Standing"
"280204020000","Target District"
"280204020003","Good Standing"
"280204020004","Targeted Support and Improvement"
"280204020005","Good Standing"
"280204020006","Good Standing"
"280204020007","Targeted Support and Improvement"
"280205030000","Good Standing"
"280205030001","Good Standing"
"280205030002","Good Standing"
"280205030005","Good Standing"
"280205030006","Good Standing"
"280205030009","Good Standing"
"280205030010","Good Standing"
"280205030011","Good Standing"
"280205030013","Good Standing"
"280205030015","Good Standing"
"280205030016","Good Standing"
"280206030000","Good Standing"
"280206030003","Good Standing"
"280206030004","Good Standing"
"280206030005","Good Standing"
"280206030006","Good Standing"
"280207020003","Good Standing"
"280207020004","Good Standing"
"280208030000","Target District"
"280208030002","Good Standing"
"280208030003","Good Standing"
"280208030004","Good Standing"
"280208030005","Targeted Support and Improvement"
"280208030009","Comprehensive Support and Improvement"
"280208860024","Good Standing"
"280209030001","Good Standing"
"280209030002","Good Standing"
"280209030003","Good Standing"
"280209030004","Good Standing"
"280209030005","Good Standing"
"280209030006","Good Standing"
"280209030007","Good Standing"
"280209030009","Good Standing"
"280210030000","Good Standing"
"280210030001","Good Standing"
"280210030004","Good Standing"
"280210030005","Good Standing"
"280210030007","Good Standing"
"280210030010","Good Standing"
"280210030012","Good Standing"
"280210030013","Good Standing"
"280211030000","Good Standing"
"280211030002","Good Standing"
"280211030003","Good Standing"
"280211030004","Good Standing"
"280211030005","Good Standing"
"280211030007","Good Standing"
"280211030008","Good Standing"
"280211030009","Good Standing"
"280211030010","Good Standing"
"280211030011","Good Standing"
"280211030016","Good Standing"
"280212030000","Good Standing"
"280212030001","Good Standing"
"280212030002","Good Standing"
"280212030005","Good Standing"
"280212030006","Good Standing"
"280213020000","Good Standing"
"280213020001","Good Standing"
"280213020002","Good Standing"
"280213020003","Good Standing"
"280213020004","Good Standing"
"280214030000","Good Standing"
"280214030001","Good Standing"
"280214030002","Good Standing"
"280214030003","Good Standing"
"280214030006","Good Standing"
"280214030007","Good Standing"
"280215030000","Good Standing"
"280215030002","Good Standing"
"280215030004","Good Standing"
"280215030005","Good Standing"
"280215030007","Good Standing"
"280215030008","Good Standing"
"280216020000","Good Standing"
"280216020001","Good Standing"
"280216020002","Good Standing"
"280216020003","Good Standing"
"280216020004","Good Standing"
"280216020006","Good Standing"
"280216020007","Good Standing"
"280217020000","Good Standing"
"280217020001","Good Standing"
"280217020003","Good Standing"
"280217020004","Good Standing"
"280218030000","Good Standing"
"280218030001","Good Standing"
"280218030002","Good Standing"
"280218030003","Good Standing"
"280218030004","Good Standing"
"280218030005","Good Standing"
"280218030006","Good Standing"
"280218030007","Good Standing"
"280219030000","Good Standing"
"280219030001","Good Standing"
"280219030002","Good Standing"
"280219030004","Good Standing"
"280220030000","Good Standing"
"280220030001","Good Standing"
"280220030002","Good Standing"
"280220030003","Good Standing"
"280220030004","Good Standing"
"280220030005","Good Standing"
"280220030006","Good Standing"
"280220030007","Good Standing"
"280221030001","Good Standing"
"280221030004","Good Standing"
"280221030005","Good Standing"
"280221030006","Good Standing"
"280221030008","Good Standing"
"280222020000","Good Standing"
"280222020001","Good Standing"
"280222020002","Good Standing"
"280223030000","Good Standing"
"280223030001","Good Standing"
"280223030002","Good Standing"
"280223030004","Good Standing"
"280223030005","Good Standing"
"280223030006","Good Standing"
"280224020000","Target District"
"280224020001","Targeted Support and Improvement"
"280224020003","Good Standing"
"280224020004","Good Standing"
"280225020000","Good Standing"
"280225020001","Good Standing"
"280225020002","Good Standing"
"280225020003","Good Standing"
"280226030000","Good Standing"
"280226030002","Good Standing"
"280226030003","Good Standing"
"280226030004","Good Standing"
"280226030006","Good Standing"
"280227030000","Target District"
"280227030002","Good Standing"
"280227030003","Good Standing"
"280227030004","Good Standing"
"280227030005","Good Standing"
"280227030006","Targeted Support and Improvement"
"280229020000","Good Standing"
"280229020001","Good Standing"
"280229020002","Good Standing"
"280229020003","Good Standing"
"280230020000","Good Standing"
"280230020001","Good Standing"
"280230020002","Good Standing"
"280230020003","Good Standing"
"280231020000","Good Standing"
"280231020001","Good Standing"
"280231020003","Good Standing"
"280251070000","Good Standing"
"280251070001","Good Standing"
"280251070002","Good Standing"
"280251070003","Good Standing"
"280251070004","Good Standing"
"280252070000","Good Standing"
"280252070002","Good Standing"
"280252070003","Good Standing"
"280252070004","Good Standing"
"280252070005","Good Standing"
"280252070006","Good Standing"
"280253070000","Good Standing"
"280253070002","Good Standing"
"280253070004","Good Standing"
"280253070005","Good Standing"
"280253070006","Good Standing"
"280253070007","Good Standing"
"280300010000","Target District"
"280300010002","Good Standing"
"280300010003","Good Standing"
"280300010004","Good Standing"
"280300010006","Targeted Support and Improvement"
"280300010008","Good Standing"
"280401030000","Good Standing"
"280401030001","Good Standing"
"280401030002","Good Standing"
"280401030003","Good Standing"
"280401030005","Good Standing"
"280401030006","Good Standing"
"280401030007","Good Standing"
"280402030000","Good Standing"
"280402030001","Good Standing"
"280402030002","Good Standing"
"280402030003","Good Standing"
"280403030000","Good Standing"
"280403030004","Good Standing"
"280403030006","Good Standing"
"280403030007","Good Standing"
"280403030008","Good Standing"
"280403030009","Good Standing"
"280404030000","Good Standing"
"280404030002","Good Standing"
"280404030004","Good Standing"
"280404030005","Good Standing"
"280404030006","Good Standing"
"280404030007","Good Standing"
"280404030008","Good Standing"
"280404030009","Good Standing"
"280405020000","Good Standing"
"280405020001","Good Standing"
"280405020002","Good Standing"
"280405020003","Good Standing"
"280405020004","Good Standing"
"280406030000","Good Standing"
"280406030002","Good Standing"
"280406030003","Good Standing"
"280406030004","Good Standing"
"280406030005","Good Standing"
"280407030000","Good Standing"
"280407030006","Good Standing"
"280407030007","Good Standing"
"280407030008","Good Standing"
"280407030009","Good Standing"
"280407030010","Good Standing"
"280407030012","Good Standing"
"280407030013","Good Standing"
"280407030014","Good Standing"
"280407030015","Good Standing"
"280407030016","Good Standing"
"280409030000","Good Standing"
"280409030001","Good Standing"
"280409030002","Good Standing"
"280409030004","Good Standing"
"280409030007","Good Standing"
"280409030008","Good Standing"
"280410030000","Good Standing"
"280410030002","Good Standing"
"280410030003","Good Standing"
"280410030004","Good Standing"
"280410030006","Good Standing"
"280410030007","Good Standing"
"280411030000","Good Standing"
"280411030001","Good Standing"
"280411030002","Good Standing"
"280411030003","Good Standing"
"280501060000","Good Standing"
"280501060001","Good Standing"
"280501060002","Good Standing"
"280501060003","Good Standing"
"280501060004","Good Standing"
"280501060005","Good Standing"
"280502060000","Good Standing"
"280502060001","Good Standing"
"280502060002","Good Standing"
"280502060003","Good Standing"
"280502060004","Good Standing"
"280502060006","Good Standing"
"280502060007","Good Standing"
"280502060010","Good Standing"
"280502060011","Good Standing"
"280502060012","Good Standing"
"280502060014","Good Standing"
"280503060000","Good Standing"
"280503060001","Good Standing"
"280503060002","Good Standing"
"280503060003","Good Standing"
"280503060004","Good Standing"
"280503060005","Good Standing"
"280503060006","Good Standing"
"280504060000","Good Standing"
"280504060001","Good Standing"
"280504060004","Good Standing"
"280504060006","Good Standing"
"280504060010","Good Standing"
"280504060012","Good Standing"
"280504060014","Good Standing"
"280504060015","Good Standing"
"280506060000","Good Standing"
"280506060002","Good Standing"
"280506060003","Good Standing"
"280506060005","Good Standing"
"280515030000","Good Standing"
"280515030001","Good Standing"
"280515030002","Good Standing"
"280515030003","Good Standing"
"280515030005","Good Standing"
"280515030006","Good Standing"
"280517030000","Target District"
"280517030001","Good Standing"
"280517030002","Good Standing"
"280517030004","Targeted Support and Improvement"
"280517030005","Good Standing"
"280517030006","Good Standing"
"280517030008","Good Standing"
"280517030010","Good Standing"
"280517030011","Good Standing"
"280517030013","Good Standing"
"280518030001","Good Standing"
"280518030002","Good Standing"
"280518030009","Good Standing"
"280521030000","Good Standing"
"280521030002","Good Standing"
"280521030003","Good Standing"
"280521030004","Good Standing"
"280521030006","Good Standing"
"280521030008","Good Standing"
"280522030000","Target District"
"280522030001","Good Standing"
"280522030002","Good Standing"
"280522030004","Comprehensive Support and Improvement"
"280522030006","Good Standing"
"280522030008","Targeted Support and Improvement"
"280522030009","Good Standing"
"280523030000","Good Standing"
"280523030001","Good Standing"
"280523030003","Good Standing"
"280523030004","Good Standing"
"280523030006","Good Standing"
"280523030007","Good Standing"
"280523030010","Good Standing"
"280523030011","Good Standing"
"280523030012","Good Standing"
"280523030014","Good Standing"
"310100010000","Target District"
"310100010015","Good Standing"
"310100010019","Good Standing"
"310100010020","Good Standing"
"310100010034","Good Standing"
"310100010063","Good Standing"
"310100010064","Good Standing"
"310100010110","Good Standing"
"310100010134","Good Standing"
"310100010140","Good Standing"
"310100010142","Good Standing"
"310100010184","Good Standing"
"310100010188","Good Standing"
"310100010315","Good Standing"
"310100010332","Comprehensive Support and Improvement"
"310100010361","Good Standing"
"310100010363","Targeted Support and Improvement"
"310100010364","Targeted Support and Improvement"
"310100010378","Good Standing"
"310100010839","Good Standing"
"310100011292","Good Standing"
"310100011448","Good Standing"
"310100011450","Good Standing"
"310100011458","Good Standing"
"310100011509","Good Standing"
"310100011515","Targeted Support and Improvement"
"310100011539","Good Standing"
"310100011650","Good Standing"
"310100011696","Good Standing"
"310100860866","Good Standing"
"310100860873","Good Standing"
"310100861031","Good Standing"
"310100861055","Good Standing"
"310200010000","Target District"
"310200010001","Good Standing"
"310200010002","Good Standing"
"310200010003","Good Standing"
"310200010006","Good Standing"
"310200010011","Good Standing"
"310200010033","Targeted Support and Improvement"
"310200010040","Good Standing"
"310200010041","Good Standing"
"310200010042","Good Standing"
"310200010047","Good Standing"
"310200010051","Good Standing"
"310200010059","Good Standing"
"310200010077","Good Standing"
"310200010089","Good Standing"
"310200010104","Good Standing"
"310200010111","Good Standing"
"310200010114","Good Standing"
"310200010116","Good Standing"
"310200010124","Good Standing"
"310200010126","Good Standing"
"310200010130","Good Standing"
"310200010131","Good Standing"
"310200010150","Good Standing"
"310200010151","Good Standing"
"310200010158","Good Standing"
"310200010167","Good Standing"
"310200010177","Good Standing"
"310200010183","Good Standing"
"310200010198","Good Standing"
"310200010212","Good Standing"
"310200010217","Good Standing"
"310200010234","Good Standing"
"310200010255","Good Standing"
"310200010260","Good Standing"
"310200010267","Good Standing"
"310200010276","Good Standing"
"310200010281","Good Standing"
"310200010289","Good Standing"
"310200010290","Good Standing"
"310200010297","Good Standing"
"310200010310","Good Standing"
"310200010312","Good Standing"
"310200010340","Good Standing"
"310200010343","Good Standing"
"310200010347","Good Standing"
"310200010397","Good Standing"
"310200010412","Good Standing"
"310200010413","Good Standing"
"310200010414","Good Standing"
"310200010416","Good Standing"
"310200010418","Good Standing"
"310200010527","Good Standing"
"310200010896","Good Standing"
"310200010933","Good Standing"
"310200011135","Good Standing"
"310200011139","Good Standing"
"310200011225","Good Standing"
"310200011280","Good Standing"
"310200011282","Good Standing"
"310200011288","Good Standing"
"310200011294","Good Standing"
"310200011296","Good Standing"
"310200011298","Good Standing"
"310200011300","Good Standing"
"310200011305","Good Standing"
"310200011308","Good Standing"
"310200011313","Good Standing"
"310200011316","Good Standing"
"310200011374","Good Standing"
"310200011376","Good Standing"
"310200011392","Good Standing"
"310200011393","Good Standing"
"310200011394","Good Standing"
"310200011399","Good Standing"
"310200011400","Good Standing"
"310200011408","Good Standing"
"310200011411","Good Standing"
"310200011419","Good Standing"
"310200011420","Good Standing"
"310200011422","Targeted Support and Improvement"
"310200011425","Targeted Support and Improvement"
"310200011427","Good Standing"
"310200011432","Good Standing"
"310200011437","Good Standing"
"310200011438","Good Standing"
"310200011439","Good Standing"
"310200011442","Good Standing"
"310200011449","Good Standing"
"310200011459","Good Standing"
"310200011475","Good Standing"
"310200011489","Good Standing"
"310200011500","Good Standing"
"310200011507","Good Standing"
"310200011519","Good Standing"
"310200011520","Good Standing"
"310200011529","Good Standing"
"310200011531","Good Standing"
"310200011533","Good Standing"
"310200011534","Good Standing"
"310200011542","Good Standing"
"310200011543","Good Standing"
"310200011544","Targeted Support and Improvement"
"310200011545","Good Standing"
"310200011546","Good Standing"
"310200011551","Good Standing"
"310200011560","Good Standing"
"310200011565","Good Standing"
"310200011570","Good Standing"
"310200011580","Good Standing"
"310200011586","Good Standing"
"310200011600","Good Standing"
"310200011605","Good Standing"
"310200011615","Good Standing"
"310200011630","Good Standing"
"310200011655","Good Standing"
"310200860819","Good Standing"
"310200860992","Good Standing"
"310200861042","Good Standing"
"310200861043","Good Standing"
"310200861087","Good Standing"
"310200861104","Good Standing"
"310300010000","Target District"
"310300010009","Good Standing"
"310300010054","Good Standing"
"310300010075","Good Standing"
"310300010076","Comprehensive Support and Improvement"
"310300010084","Good Standing"
"310300010087","Good Standing"
"310300010145","Good Standing"
"310300010149","Good Standing"
"310300010163","Good Standing"
"310300010165","Good Standing"
"310300010166","Good Standing"
"310300010180","Good Standing"
"310300010185","Good Standing"
"310300010191","Good Standing"
"310300010199","Good Standing"
"310300010241","Good Standing"
"310300010242","Good Standing"
"310300010243","Good Standing"
"310300010245","Good Standing"
"310300010247","Good Standing"
"310300010250","Good Standing"
"310300010256","Good Standing"
"310300010258","Good Standing"
"310300010333","Good Standing"
"310300010334","Good Standing"
"310300010421","Good Standing"
"310300010452","Good Standing"
"310300010862","Good Standing"
"310300011291","Good Standing"
"310300011299","Good Standing"
"310300011307","Good Standing"
"310300011402","Good Standing"
"310300011403","Good Standing"
"310300011404","Good Standing"
"310300011415","Good Standing"
"310300011417","Good Standing"
"310300011479","Good Standing"
"310300011485","Good Standing"
"310300011492","Good Standing"
"310300011494","Comprehensive Support and Improvement"
"310300011505","Good Standing"
"310300011541","Good Standing"
"310300011859","Good Standing"
"310300011860","Good Standing"
"310300860804","Good Standing"
"310300860871","Comprehensive Support and Improvement"
"310300860875","Good Standing"
"310300860881","Good Standing"
"310300860897","Good Standing"
"310300860923","Good Standing"
"310300860963","Good Standing"
"310300861008","Good Standing"
"310300861034","Good Standing"
"310400010000","Target District"
"310400010007","Good Standing"
"310400010012","Good Standing"
"310400010037","Good Standing"
"310400010038","Good Standing"
"310400010057","Targeted Support and Improvement"
"310400010072","Good Standing"
"310400010083","Good Standing"
"310400010096","Good Standing"
"310400010102","Good Standing"
"310400010108","Good Standing"
"310400010112","Good Standing"
"310400010146","Good Standing"
"310400010155","Comprehensive Support and Improvement"
"310400010171","Good Standing"
"310400010182","Good Standing"
"310400010206","Good Standing"
"310400010224","Good Standing"
"310400010372","Targeted Support and Improvement"
"310400010375","Good Standing"
"310400010377","Good Standing"
"310400010497","Comprehensive Support and Improvement"
"310400010825","Good Standing"
"310400010964","Targeted Support and Improvement"
"310400011435","Good Standing"
"310400011495","Good Standing"
"310400011555","Good Standing"
"310400011610","Good Standing"
"310400011680","Good Standing"
"310400860806","Good Standing"
"310400860812","Good Standing"
"310400860840","Good Standing"
"310400860849","Good Standing"
"310400860919","Good Standing"
"310400860922","Good Standing"
"310400860968","Targeted Support and Improvement"
"310400860995","Good Standing"
"310400861046","Good Standing"
"310400861061","Good Standing"
"310400861081","Good Standing"
"310500010000","Target District"
"310500010030","Good Standing"
"310500010036","Good Standing"
"310500010046","Targeted Support and Improvement"
"310500010092","Good Standing"
"310500010123","Good Standing"
"310500010125","Good Standing"
"310500010129","Good Standing"
"310500010133","Comprehensive Support and Improvement"
"310500010154","Targeted Support and Improvement"
"310500010161","Good Standing"
"310500010175","Good Standing"
"310500010194","Comprehensive Support and Improvement"
"310500010197","Comprehensive Support and Improvement"
"310500010200","Good Standing"
"310500010286","Good Standing"
"310500010318","Good Standing"
"310500010514","Good Standing"
"310500010517","Good Standing"
"310500011148","Comprehensive Support and Improvement"
"310500011157","Targeted Support and Improvement"
"310500011285","Targeted Support and Improvement"
"310500011304","Targeted Support and Improvement"
"310500011362","Good Standing"
"310500011369","Good Standing"
"310500011499","Comprehensive Support and Improvement"
"310500011670","Good Standing"
"310500011692","Good Standing"
"310500860848","Good Standing"
"310500860858","Good Standing"
"310500860864","Good Standing"
"310500860883","Good Standing"
"310500860886","Good Standing"
"310500860894","Good Standing"
"310500860921","Good Standing"
"310500860928","Good Standing"
"310500860979","Good Standing"
"310500860989","Good Standing"
"310500861001","Good Standing"
"310500861012","Good Standing"
"310500861015","Good Standing"
"310500861088","Good Standing"
"310600010000","Target District"
"310600010004","Good Standing"
"310600010005","Good Standing"
"310600010008","Good Standing"
"310600010018","Good Standing"
"310600010028","Good Standing"
"310600010048","Good Standing"
"310600010052","Good Standing"
"310600010098","Good Standing"
"310600010103","Good Standing"
"310600010115","Good Standing"
"310600010128","Good Standing"
"310600010132","Good Standing"
"310600010143","Good Standing"
"310600010152","Good Standing"
"310600010153","Good Standing"
"310600010173","Good Standing"
"310600010178","Good Standing"
"310600010187","Good Standing"
"310600010189","Good Standing"
"310600010192","Good Standing"
"310600010209","Good Standing"
"310600010210","Good Standing"
"310600010223","Good Standing"
"310600010278","Good Standing"
"310600010311","Good Standing"
"310600010314","Good Standing"
"310600010319","Good Standing"
"310600010322","Good Standing"
"310600010324","Good Standing"
"310600010328","Good Standing"
"310600010349","Good Standing"
"310600010366","Good Standing"
"310600010368","Comprehensive Support and Improvement"
"310600010513","Good Standing"
"310600010528","Good Standing"
"310600011211","Good Standing"
"310600011293","Good Standing"
"310600011346","Good Standing"
"310600011348","Good Standing"
"310600011423","Good Standing"
"310600011462","Good Standing"
"310600011463","Comprehensive Support and Improvement"
"310600011467","Good Standing"
"310600011468","Good Standing"
"310600011540","Good Standing"
"310600011552","Good Standing"
"310600860887","Good Standing"
"310600860929","Good Standing"
"310600860966","Good Standing"
"310600861013","Good Standing"
"310600861073","Good Standing"
"310600861101","Good Standing"
"310600861111","Good Standing"
"310600861140","Good Standing"
"320700010000","Target District"
"320700010001","Comprehensive Support and Improvement"
"320700010005","Good Standing"
"320700010018","Comprehensive Support and Improvement"
"320700010025","Good Standing"
"320700010029","Good Standing"
"320700010030","Comprehensive Support and Improvement"
"320700010031","Good Standing"
"320700010043","Good Standing"
"320700010049","Good Standing"
"320700010065","Good Standing"
"320700010151","Good Standing"
"320700010154","Good Standing"
"320700010157","Good Standing"
"320700010161","Good Standing"
"320700010179","Good Standing"
"320700010223","Good Standing"
"320700010224","Comprehensive Support and Improvement"
"320700010277","Good Standing"
"320700010296","Good Standing"
"320700010298","Good Standing"
"320700010343","Good Standing"
"320700010359","Good Standing"
"320700010369","Targeted Support and Improvement"
"320700010584","Good Standing"
"320700011221","Good Standing"
"320700011259","Good Standing"
"320700011334","Good Standing"
"320700011379","Comprehensive Support and Improvement"
"320700011381","Targeted Support and Improvement"
"320700011427","Good Standing"
"320700011473","Comprehensive Support and Improvement"
"320700011495","Good Standing"
"320700011500","Good Standing"
"320700011522","Targeted Support and Improvement"
"320700011527","Good Standing"
